0.01,1.9475
0.02,1.6574
0.03,1.3666
0.04,1.0755
0.05,0.78289
0.06,0.61668
0.07,0.54153
0.08,0.46602
0.09,0.39765
0.1,0.4661
0.11,0.54181
0.12,0.61838
0.13,0.63914
0.14,0.63939
0.15,0.63943
0.16,0.63933
0.17,0.63858
0.18,0.68621
0.19,0.76119
0.2,0.83024
0.21,0.89003
0.22,0.93763
0.23,0.97071
0.24,0.98767
0.25,0.98767
0.26,0.97072
0.27,0.93764
0.28,0.89005
0.29,0.83028
0.3,0.76124
0.31,0.68627
0.32,0.63866
0.33,0.63944
0.34,0.63958
0.35,0.63964
0.36,0.63968
0.37,0.6397
0.38,0.63973
0.39,0.63976
0.4,0.63985
0.41,0.64196
0.42,0.66258
0.43,0.67404
0.44,0.67109
0.45,0.65503
0.46,0.63927
0.47,0.63955
0.48,0.63961
0.49,0.63964
0.5,0.63965
0.51,0.63966
0.52,0.63967
0.53,0.63967
0.54,0.63968
0.55,0.63968
0.56,0.63968
0.57,0.63969
0.58,0.63969
0.59,0.63969
0.6,0.63969
0.61,0.63969
0.62,0.63969
0.63,0.63969
0.64,0.63969
0.65,0.63969
0.66,0.63969
0.67,0.63969
0.68,0.63969
0.69,0.63969
0.7,0.63969
0.71,0.63969
0.72,0.63969
0.73,0.63969
0.74,0.63969
0.75,0.63968
0.76,0.63967
0.77,0.63966
0.78,0.6396
0.79,0.63917
0.8,0.68248
0.81,0.75769
0.82,0.81668
0.83,0.85238
0.84,0.86922
0.85,0.8617
0.86,0.82581
0.87,0.76473
0.88,0.68262
0.89,0.63918
0.9,0.63958
0.91,0.6396
0.92,0.63955
0.93,0.63937
0.94,0.63793
0.95,0.78337
0.96,1.0757
0.97,1.3667
0.98,1.6574
0.99,1.9475
1,2.2101
1.01,1.9475
1.02,1.6574
1.03,1.3666
1.04,1.0755
1.05,0.78289
1.06,0.61668
1.07,0.54153
1.08,0.46602
1.09,0.39765
1.1,0.4661
1.11,0.54181
1.12,0.61838
1.13,0.63914
1.14,0.63939
1.15,0.63943
1.16,0.63933
1.17,0.63858
1.18,0.68621
1.19,0.76119
1.2,0.83024
1.21,0.89003
1.22,0.93763
1.23,0.97071
1.24,0.98767
1.25,0.98767
1.26,0.97072
1.27,0.93764
1.28,0.89005
1.29,0.83028
1.3,0.76124
1.31,0.68627
1.32,0.63866
1.33,0.63944
1.34,0.63958
1.35,0.63964
1.36,0.63968
1.37,0.6397
1.38,0.63973
1.39,0.63976
1.4,0.63985
1.41,0.64196
1.42,0.66258
1.43,0.67404
1.44,0.67109
1.45,0.65503
1.46,0.63927
1.47,0.63955
1.48,0.63961
1.49,0.63964
1.5,0.63965
1.51,0.63966
1.52,0.63967
1.53,0.63967
1.54,0.63968
1.55,0.63968
1.56,0.63968
1.57,0.63969
1.58,0.63969
1.59,0.63969
1.6,0.63969
1.61,0.63969
1.62,0.63969
1.63,0.63969
1.64,0.63969
1.65,0.63969
1.66,0.63969
1.67,0.63969
1.68,0.63969
1.69,0.63969
1.7,0.63969
1.71,0.63969
1.72,0.63969
1.73,0.63969
1.74,0.63969
1.75,0.63968
1.76,0.63967
1.77,0.63966
1.78,0.6396
