0.01,1.9478
0.02,1.6569
0.03,1.3656
0.04,1.0762
0.05,0.78313
0.06,0.61652
0.07,0.54189
0.08,0.4656
0.09,0.39707
0.1,0.46641
0.11,0.54157
0.12,0.61881
0.13,0.63804
0.14,0.63964
0.15,0.63821
0.16,0.6402
0.17,0.63739
0.18,0.68687
0.19,0.76051
0.2,0.82938
0.21,0.88913
0.22,0.93778
0.23,0.97043
0.24,0.9869
0.25,0.98797
0.26,0.97083
0.27,0.93642
0.28,0.89126
0.29,0.82874
0.3,0.76108
0.31,0.68567
0.32,0.63908
0.33,0.63944
0.34,0.63985
0.35,0.64112
0.36,0.63945
0.37,0.6381
0.38,0.64018
0.39,0.63937
0.4,0.63913
0.41,0.64257
0.42,0.66235
0.43,0.67308
0.44,0.6701
0.45,0.65603
0.46,0.63963
0.47,0.63935
0.48,0.64018
0.49,0.63856
0.5,0.63965
0.51,0.64009
0.52,0.64019
0.53,0.6404
0.54,0.63961
0.55,0.64002
0.56,0.64015
0.57,0.64127
0.58,0.63978
0.59,0.63897
0.6,0.64084
0.61,0.63859
0.62,0.64006
0.63,0.63855
0.64,0.64107
0.65,0.63877
0.66,0.64082
0.67,0.63894
0.68,0.63983
0.69,0.64044
0.7,0.64012
0.71,0.63925
0.72,0.63956
0.73,0.63959
0.74,0.64016
0.75,0.63924
0.76,0.63762
0.77,0.63956
0.78,0.64021
0.79,0.63851
0.8,0.68114
0.81,0.75765
0.82,0.81549
0.83,0.85309
0.84,0.87158
0.85,0.86201
0.86,0.8254
0.87,0.76495
0.88,0.68206
0.89,0.63916
0.9,0.63947
0.91,0.64056
0.92,0.63985
0.93,0.63917
0.94,0.6385
0.95,0.78374
0.96,1.0767
0.97,1.3662
0.98,1.6575
0.99,1.9457
1,2.21
1.01,1.9472
1.02,1.6577
1.03,1.3664
1.04,1.0748
1.05,0.7826
1.06,0.61736
1.07,0.54106
1.08,0.46609
1.09,0.39803
1.1,0.46696
1.11,0.54289
1.12,0.61826
1.13,0.64061
1.14,0.63911
1.15,0.63881
1.16,0.63906
1.17,0.63648
1.18,0.68554
1.19,0.76028
1.2,0.82851
1.21,0.89147
1.22,0.93726
1.23,0.97084
1.24,0.98781
1.25,0.98917
1.26,0.97036
1.27,0.93746
1.28,0.89068
1.29,0.83012
1.3,0.76206
1.31,0.68592
1.32,0.63717
1.33,0.63886
1.34,0.64076
1.35,0.64058
1.36,0.63826
1.37,0.63963
1.38,0.63806
1.39,0.63889
1.4,0.64057
1.41,0.64169
1.42,0.663
1.43,0.67307
1.44,0.67128
1.45,0.65365
1.46,0.63982
1.47,0.63994
1.48,0.64034
1.49,0.63923
1.5,0.63894
1.51,0.64028
1.52,0.64123
1.53,0.6403
1.54,0.63969
1.55,0.63999
1.56,0.63911
1.57,0.63973
1.58,0.63889
1.59,0.63941
1.6,0.64131
1.61,0.64069
1.62,0.64008
1.63,0.63888
1.64,0.64159
1.65,0.63969
1.66,0.64003
1.67,0.64033
1.68,0.63899
1.69,0.64061
1.7,0.63915
1.71,0.64049
1.72,0.64075
1.73,0.63954
1.74,0.64016
1.75,0.63769
1.76,0.63853
1.77,0.6381
1.78,0.6379
1.79,0.64
1.8,0.68359
1.81,0.75726
1.82,0.81542
1.83,0.85193
1.84,0.86913
1.85,0.86168
1.86,0.82768
1.87,0.7645
1.88,0.68223
1.89,0.63991
1.9,0.63857
1.91,0.6387
1.92,0.63914
1.93,0.6401
1.94,0.63647
1.95,0.7839
1.96,1.0754
1.97,1.3662
1.98,1.6579
1.99,1.9471
2,2.2118
2.01,1.9474
2.02,1.6569
2.03,1.3679
2.04,1.0747
2.05,0.78288
2.06,0.61441
2.07,0.54123
2.08,0.46546
2.09,0.39816
2.1,0.46567
2.11,0.54116
2.12,0.61889
2.13,0.63769
2.14,0.63943
2.15,0.63909
2.16,0.64026
2.17,0.63825
2.18,0.68528
2.19,0.76079
2.2,0.83136
2.21,0.89029
2.22,0.93874
2.23,0.96955
2.24,0.98753
2.25,0.98724
2.26,0.97072
2.27,0.93812
2.28,0.89006
2.29,0.83065
2.3,0.76188
2.31,0.68568
2.32,0.63902
2.33,0.63947
2.34,0.63953
2.35,0.6403
2.36,0.63967
2.37,0.63988
2.38,0.64078
2.39,0.64024
2.4,0.63972
2.41,0.64162
2.42,0.66303
2.43,0.67371
2.44,0.67196
2.45,0.65583
2.46,0.63858
2.47,0.63843
2.48,0.63902
2.49,0.63975
2.5,0.6405
